file	RefSeq_assembly_accession	species_taxid	organism_name	infraspecific_name	species	genus	family	order	class	phylum	superkingdom
GCF_001651805.1_ASM165180v1_genomic.gbff	GCF_001651805.1	1821621	Marinobacterium aestuarii	strain=ST58-10	Marinobacterium aestuarii	Marinobacterium	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002208885.2_ASM220888v2_genomic.gbff	GCF_002208885.2	40324	Stenotrophomonas maltophilia	strain=FDAARGOS_325	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008505035.1_ASM850503v1_genomic.gbff	GCF_008505035.1	158836	Enterobacter hormaechei	strain=EB_P6_L3_02.19	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008727155.1_ASM872715v1_genomic.gbff	GCF_008727155.1	562	Escherichia coli O157	strain=AR-0429	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008727175.1_ASM872717v1_genomic.gbff	GCF_008727175.1	562	Escherichia coli O157	strain=AR-0428	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008727195.1_ASM872719v1_genomic.gbff	GCF_008727195.1	562	Escherichia coli O157	strain=AR-0427	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_008727315.1_ASM872731v1_genomic.gbff	GCF_008727315.1	195	Campylobacter coli	strain=AR-0420	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_014396975.1_ASM1439697v1_genomic.gbff	GCF_014396975.1	1463158	Thermomonas carbonis	strain=KCTC 42013	Thermomonas carbonis	Thermomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001945665.1_ASM194566v1_genomic.gbff	GCF_001945665.1	1674146	Borreliella mayonii	strain=MN14-1420	Borreliella mayonii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
GCF_000219875.1_ASM21987v1_genomic.gbff	GCF_000219875.1	405212	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	strain=Tc-4-1	Alicyclobacillus acidocaldarius	Alicyclobacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000234725.1_ASM23472v1_genomic.gbff	GCF_000234725.1	1773	Mycobacterium tuberculosis variant bovis BCG str. Mexico	strain=Mexico	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000223375.1_ASM22337v1_genomic.gbff	GCF_000223375.1	92945	Ketogulonicigenium vulgare WSH-001	strain=WSH-001	Ketogulonicigenium vulgare	Ketogulonicigenium	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000344745.1_ASM34474v1_genomic.gbff	GCF_000344745.1	1423	Bacillus subtilis subsp. subtilis 6051-HGW	strain=6051-HGW	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_004634505.1_ASM463450v1_genomic.gbff	GCF_004634505.1	519	Bordetella parapertussis	strain=E843	Bordetella parapertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000253395.1_ASM25339v1_genomic.gbff	GCF_000253395.1	1308	Streptococcus thermophilus JIM 8232	strain=JIM 8232	Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000987825.1_ASM98782v1_genomic.gbff	GCF_000987825.1	492670	Bacillus velezensis	strain=JJ-D34	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000299255.1_ASM29925v1_genomic.gbff	GCF_000299255.1	562	Escherichia coli O104:H4 str. 2009EL-2050	strain=2009EL-2050	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000253355.1_ASM25335v1_genomic.gbff	GCF_000253355.1	1773	Mycobacterium tuberculosis variant africanum GM041182	strain=GM041182	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000245535.1_ASM24553v1_genomic.gbff	GCF_000245535.1	28901	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	strain=P-stx-12	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_009883815.1_ASM988381v1_genomic.gbff	GCF_009883815.1	670	Vibrio parahaemolyticus	strain=20140624012-1	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000219915.2_ASM21991v3_genomic.gbff	GCF_000219915.2	310575	Advenella kashmirensis WT001	strain=WT001	Advenella kashmirensis	Advenella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_000220625.1_ASM22062v1_genomic.gbff	GCF_000220625.1	28188	Capnocytophaga canimorsus Cc5	strain=Cc5	Capnocytophaga canimorsus	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
GCF_004328555.1_ASM432855v1_genomic.gbff	GCF_004328555.1	195105	Haematobacter massiliensis	strain=OT1	Haematobacter massiliensis	Haematobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_001888985.1_ASM188898v1_genomic.gbff	GCF_001888985.1	1584	Lactobacillus delbrueckii subsp. lactis	strain=KCTC 3035	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_001021045.1_ASM102104v1_genomic.gbff	GCF_001021045.1	136857	Corynebacterium testudinoris	strain=DSM 44614	Corynebacterium testudinoris	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000298875.1_ASM29887v1_genomic.gbff	GCF_000298875.1	1244	Leuconostoc gelidum JB7	strain=JB7	Leuconostoc gelidum	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_014280235.1_ASM1428023v1_genomic.gbff	GCF_014280235.1	261284	Cyanobium sp. NS01	strain=NS01	Cyanobium sp. NS01	Cyanobium	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_014280215.1_ASM1428021v1_genomic.gbff	GCF_014280215.1	1050624	Synechococcus sp. A15-127	strain=A15-127	Synechococcus sp. A15-127	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_014280195.1_ASM1428019v1_genomic.gbff	GCF_014280195.1	1050635	Synechococcus sp. A15-24	strain=A15-24	Synechococcus sp. A15-24	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_014280175.1_ASM1428017v1_genomic.gbff	GCF_014280175.1	1050638	Synechococcus sp. A15-28	strain=A15-28	Synechococcus sp. A15-28	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_014280115.1_ASM1428011v1_genomic.gbff	GCF_014280115.1	1050646	Synechococcus sp. A15-44	strain=A15-44	Synechococcus sp. A15-44	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_014280095.1_ASM1428009v1_genomic.gbff	GCF_014280095.1	1050655	Synechococcus sp. A15-60	strain=A15-60	Synechococcus sp. A15-60	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_014279595.1_ASM1427959v1_genomic.gbff	GCF_014279595.1	221352	Synechococcus sp. RS9909	strain=RS9909	Synechococcus sp. RS9909	Synechococcus	Synechococcaceae	Synechococcales		Cyanobacteria	Bacteria
GCF_000219785.1_ASM21978v1_genomic.gbff	GCF_000219785.1	979982	Leuconostoc sp. C2	strain=C2	Leuconostoc sp. C2	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_000255115.2_ASM25511v3_genomic.gbff	GCF_000255115.2	885581	Desulfosporosinus acidiphilus SJ4	strain=SJ4	Desulfosporosinus acidiphilus	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
GCF_000772125.1_ASM77212v1_genomic.gbff	GCF_000772125.1	1423	Bacillus subtilis	strain=ATCC 13952	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000309885.1_ASM30988v1_genomic.gbff	GCF_000309885.1	56957	Thermus oshimai JL-2	strain=JL-2	Thermus oshimai	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria
GCF_001620335.1_ASM162033v2_genomic.gbff	GCF_001620335.1	2218628	Photorhabdus laumondii subsp. laumondii	strain=DSPV002N	Photorhabdus laumondii	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000576165.1_ASM57616v1_genomic.gbff	GCF_000576165.1	542	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	strain=CP4 = NRRL B-14023	Zymomonas mobilis	Zymomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000227485.1_ASM22748v1_genomic.gbff	GCF_000227485.1	1423	Bacillus subtilis subsp. subtilis str. RO-NN-1	strain=RO-NN-1	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000227605.3_ASM22760v3_genomic.gbff	GCF_000227605.3	1719	Corynebacterium pseudotuberculosis CIP 52.97	strain=CIP 52.97	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000237845.1_ASM23784v1_genomic.gbff	GCF_000237845.1	35794	Rickettsia slovaca 13-B	strain=13-B	Rickettsia slovaca	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_013201685.1_ASM1320168v1_genomic.gbff	GCF_013201685.1	1780362	Campylobacter geochelonis	strain=LMG 29375	Campylobacter geochelonis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_013205725.1_ASM1320572v1_genomic.gbff	GCF_013205725.1	1744	Propionibacterium freudenreichii	strain=FAM 14217	Propionibacterium freudenreichii	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_015074845.1_ASM1507484v1_genomic.gbff	GCF_015074845.1	72360	Bacillus mojavensis	strain=LDFZ001	Bacillus mojavensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000222305.1_ASM22230v1_genomic.gbff	GCF_000222305.1	64897	Borreliella bissettii DN127	strain=DN127	Borreliella bissettiae	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
GCF_009931535.1_ASM993153v1_genomic.gbff	GCF_009931535.1	1905730	Pectobacterium parmentieri	strain=HC	Pectobacterium parmentieri	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000236255.1_ASM23625v1_genomic.gbff	GCF_000236255.1	29461	Brucella suis VBI22	strain=VBI22	Brucella suis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000257545.3_ASM25754v3_genomic.gbff	GCF_000257545.3	75612	Pseudomonas mandelii JR-1	strain=JR-1	Pseudomonas mandelii	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000224555.1_ASM22455v1_genomic.gbff	GCF_000224555.1	210	Helicobacter pylori Puno135	strain=Puno135	Helicobacter pylori	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000224575.1_ASM22457v1_genomic.gbff	GCF_000224575.1	210	Helicobacter pylori SNT49	strain=Santal49	Helicobacter pylori	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000224675.1_ASM22467v1_genomic.gbff	GCF_000224675.1	885040	Enterobacter soli	strain=LF7a	Enterobacter soli	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000316175.1_ASM31617v1_genomic.gbff	GCF_000316175.1	1207075	Pseudomonas sp. UW4	strain=UW4	Pseudomonas sp. UW4	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000317895.1_ASM31789v1_genomic.gbff	GCF_000317895.1	959	Bdellovibrio bacteriovorus str. Tiberius	strain=Tiberius	Bdellovibrio bacteriovorus	Bdellovibrio	Bdellovibrionaceae	Bdellovibrionales	Oligoflexia	Proteobacteria	Bacteria
GCF_003112205.1_ASM311220v1_genomic.gbff	GCF_003112205.1	562	Escherichia coli O43 str. RM10042	strain=RM10042	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003112245.1_ASM311224v1_genomic.gbff	GCF_003112245.1	562	Escherichia coli O111 str. RM9322	strain=RM9322	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014607555.1_ASM1460755v1_genomic.gbff	GCF_014607555.1	562	Escherichia coli O145	strain=RM8995-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014607575.1_ASM1460757v1_genomic.gbff	GCF_014607575.1	562	Escherichia coli O145	strain=RM12522-C8	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014621655.1_ASM1462165v1_genomic.gbff	GCF_014621655.1	1628248	Empedobacter stercoris	strain=ES183	Empedobacter stercoris	Empedobacter	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
GCF_014622985.1_ASM1462298v1_genomic.gbff	GCF_014622985.1	562	Escherichia coli O145	strain=RM8843-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623185.1_ASM1462318v1_genomic.gbff	GCF_014623185.1	562	Escherichia coli O145	strain=RM8988-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623205.1_ASM1462320v1_genomic.gbff	GCF_014623205.1	562	Escherichia coli O145	strain=RM11626-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623225.1_ASM1462322v1_genomic.gbff	GCF_014623225.1	562	Escherichia coli O145	strain=RM9154-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623245.1_ASM1462324v1_genomic.gbff	GCF_014623245.1	562	Escherichia coli O145	strain=RM9467-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623405.1_ASM1462340v1_genomic.gbff	GCF_014623405.1	562	Escherichia coli O145	strain=RM12367-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623425.1_ASM1462342v1_genomic.gbff	GCF_014623425.1	562	Escherichia coli O145	strain=RM9873-C1	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_014623465.1_ASM1462346v1_genomic.gbff	GCF_014623465.1	383750	Marinomonas arctica	strain=BSI20414	Marinomonas arctica	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003112185.1_ASM311218v1_genomic.gbff	GCF_003112185.1	562	Escherichia coli O26 str. RM8426	strain=RM8426	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003112225.1_ASM311222v1_genomic.gbff	GCF_003112225.1	562	Escherichia coli O26 str. RM10386	strain=RM10386	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003119115.1_ASM311911v1_genomic.gbff	GCF_003119115.1	664962	Azospirillum sp. TSH58	strain=TSH58	Azospirillum sp. TSH58	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_003112165.1_ASM311216v1_genomic.gbff	GCF_003112165.1	562	Escherichia coli O103 str. RM8385	strain=RM8385	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003586085.1_ASM358608v1_genomic.gbff	GCF_003586085.1	2109	Mycoplasma synoviae	strain=MS-H	Mycoplasma synoviae	Mycoplasmopsis	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
GCF_002716905.3_ASM271690v4_genomic.gbff	GCF_002716905.3	1764	Mycobacterium avium subsp. hominissuis	strain=HP17	Mycobacterium avium	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_003010655.1_ASM301065v1_genomic.gbff	GCF_003010655.1	470	Acinetobacter baumannii	strain=AR_0102	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000473745.2_ASM47374v3_genomic.gbff	GCF_000473745.2	287	Pseudomonas aeruginosa VRFPA04	strain=VRFPA04	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000739105.1_ASM73910v1_genomic.gbff	GCF_000739105.1	1916	Streptomyces lividans TK24	strain=TK24	Streptomyces lividans	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria
GCF_010731855.1_ASM1073185v1_genomic.gbff	GCF_010731855.1	1431246	Mycolicibacterium anyangense	strain=JCM 30275	Mycolicibacterium anyangense	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_000246855.1_ASM24685v1_genomic.gbff	GCF_000246855.1	354356	Niastella koreensis GR20-10	strain=GR20-10	Niastella koreensis	Niastella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
GCF_000225265.1_ASM22526v1_genomic.gbff	GCF_000225265.1	1404	Bacillus megaterium WSH-002	strain=WSH-002	Priestia megaterium	Priestia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_000317915.1_ASM31791v1_genomic.gbff	GCF_000317915.1	1351	Enterococcus faecalis str. Symbioflor 1	strain=Symbioflor 1	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_900048045.1_MEPMAR_genomic.gbff	GCF_900048045.1	1778264	Candidatus Mikella endobia		Candidatus Mikella endobia	Candidatus Mikella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000465975.2_ASM46597v2_genomic.gbff	GCF_000465975.2	573	Klebsiella pneumoniae KP-1	strain=KP-1	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000470765.1_ASM47076v1_genomic.gbff	GCF_000470765.1	85991	Chlamydia pecorum PV3056/3	strain=PV3056/3	Chlamydia pecorum	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000298385.1_ASM29838v1_genomic.gbff	GCF_000298385.1	91844	Candidatus Portiera aleyrodidarum BT-QVLC	strain=BT-QVLC	Candidatus Portiera aleyrodidarum	Candidatus Portiera	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000318565.1_ASM31856v1_genomic.gbff	GCF_000318565.1	813	Chlamydia trachomatis A/7249	strain=A/7249	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318645.1_ASM31864v1_genomic.gbff	GCF_000318645.1	813	Chlamydia trachomatis E/Bour	strain=E/Bour	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000304515.1_Cm_FSW4_genomic.gbff	GCF_000304515.1	813	Chlamydia trachomatis F/SW4	strain=F/SW4	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000304535.1_Cm_FSW5_genomic.gbff	GCF_000304535.1	813	Chlamydia trachomatis F/SW5	strain=F/SW5	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000304735.1_ASM30473v1_genomic.gbff	GCF_000304735.1	29518	Borreliella afzelii HLJ01	strain=HLJ01	Borreliella afzelii	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria
GCF_000318785.1_ASM31878v1_genomic.gbff	GCF_000318785.1	813	Chlamydia trachomatis Ia/SotonIa3	strain=Ia/SotonIa3	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318825.1_ASM31882v1_genomic.gbff	GCF_000318825.1	813	Chlamydia trachomatis L1/440/LN	strain=L1/440/LN	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318845.1_ASM31884v1_genomic.gbff	GCF_000318845.1	813	Chlamydia trachomatis L1/115	strain=L1/115	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318865.1_ASM31886v1_genomic.gbff	GCF_000318865.1	813	Chlamydia trachomatis L1/224	strain=L1/224	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318885.1_ASM31888v1_genomic.gbff	GCF_000318885.1	813	Chlamydia trachomatis L2/25667R	strain=L2/25667R	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318905.1_ASM31890v1_genomic.gbff	GCF_000318905.1	813	Chlamydia trachomatis L2b/8200/07	strain=L2b/8200/07	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318925.1_ASM31892v1_genomic.gbff	GCF_000318925.1	813	Chlamydia trachomatis L2b/UCH-2	strain=L2b/UCH-2	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000318985.1_ASM31898v1_genomic.gbff	GCF_000318985.1	813	Chlamydia trachomatis L2b/795	strain=L2b/795	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000319105.1_ASM31910v1_genomic.gbff	GCF_000319105.1	813	Chlamydia trachomatis L3/404/LN	strain=L3/404/LN	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria
GCF_000319225.1_ASM31922v1_genomic.gbff	GCF_000319225.1	33056	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)		Candidatus Kinetoplastibacterium crithidii	Candidatus Kinetoplastibacterium			Betaproteobacteria	Proteobacteria	Bacteria
GCF_001021085.1_ASM102108v1_genomic.gbff	GCF_001021085.1	34020	Candidatus Liberibacter africanus PTSAPSY	strain=PTSAPSY	Candidatus Liberibacter africanus	Liberibacter	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_000227645.1_ASM22764v1_genomic.gbff	GCF_000227645.1	29459	Brucella melitensis NI	strain=NI	Brucella melitensis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
GCF_003992745.1_ASM399274v1_genomic.gbff	GCF_003992745.1	1905730	Pectobacterium parmentieri	strain=IFB5427	Pectobacterium parmentieri	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000334515.1_ASM33451v1_genomic.gbff	GCF_000334515.1	548	Klebsiella aerogenes EA1509E	strain=EA1509E	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000494755.1_ASM49475v1_genomic.gbff	GCF_000494755.1	196914	Actinoplanes friuliensis DSM 7358	strain=DSM 7358	Actinoplanes friuliensis	Actinoplanes	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria
GCF_000743955.1_ASM74395v1_genomic.gbff	GCF_000743955.1	623	Shigella flexneri 2003036	strain=2003036	Shigella flexneri	Shigella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000981765.1_ASM98176v1_genomic.gbff	GCF_000981765.1	914150	Kangiella geojedonensis	strain=YCS-5	Kangiella geojedonensis	Kangiella	Kangiellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001277275.1_ASM127727v1_genomic.gbff	GCF_001277275.1	28141	Cronobacter sakazakii	strain=NCTC 8155	Cronobacter sakazakii	Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_001277195.1_ASM127719v1_genomic.gbff	GCF_001277195.1	413501	Cronobacter muytjensii ATCC 51329	strain=ATCC 51329	Cronobacter muytjensii	Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000284555.1_ASM28455v1_genomic.gbff	GCF_000284555.1	287	Pseudomonas aeruginosa NCGM2.S1	strain=NCGM2.S1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003544915.1_ASM354491v1_genomic.gbff	GCF_003544915.1	913109	Arcobacter ellisii	strain=LMG 26155	Arcobacter ellisii	Arcobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_000831935.2_ASM83193v2_genomic.gbff	GCF_000831935.2	1089444	Dickeya solani	strain=IFB 0099	Dickeya solani	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_000248415.2_ASM24841v2_genomic.gbff	GCF_000248415.2	263	Francisella tularensis subsp. tularensis TIGB03	strain=TIGB03	Francisella tularensis	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
