phage_taxid,phage_name,phage_accession,phage_gi,phage_date,host_taxid,host_name,host_superkingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species
2713222,Salmonella phage L6jm,NC_048852,1859668235,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713222,Salmonella phage L6jm,NC_048852,1859668235,2020,119912,Salmonella enterica subsp. enterica serovar Choleraesuis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1540823,Salmonella phage LSPA1,NC_026017,744692834,2014,54388,Salmonella enterica subsp. enterica serovar Paratyphi A,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2488859,Salmonella phage Lumpael,NC_048113,1842029951,2018,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2041204,Salmonella phage LVR16A,NC_048000,1842017215,2017,192955,Salmonella enterica subsp. enterica serovar Kentucky,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1868170,Salmonella phage MA12,NC_031021,1103285937,2016,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713304,Salmonella phage maane,NC_049508,1864384969,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713304,Salmonella phage maane,NC_049508,1864384969,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1406794,Salmonella phage Marshall,NC_022772,568191834,2013,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1406795,Salmonella phage Maynard,NC_022768,609216850,2013,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2041413,Salmonella phage Melville,NC_042044,1631937762,2017,108619,Salmonella enterica subsp. enterica serovar Newport,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713306,Salmonella phage moki,NC_049506,1864384555,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713306,Salmonella phage moki,NC_049506,1864384555,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1572716,Salmonella phage Mushroom,NC_041923,1631922500,2014,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
2054274,Salmonella phage Mutine,NC_049428,1864374334,2017,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647411,Salmonella phage NR01,NC_031042,1070099636,2015,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713308,Salmonella phage oldekolle,NC_048865,1859669586,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713308,Salmonella phage oldekolle,NC_048865,1859669586,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713309,Salmonella phage oselot,NC_048871,1859670566,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713309,Salmonella phage oselot,NC_048871,1859670566,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2596884,Salmonella phage OSY-STA,NC_048808,1859663567,2019,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
200913,Salmonella phage P22-pbi,AF527608,21914413,2002,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
2712940,Salmonella phage P46FS4,NC_049509,1864385174,2020,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
2713310,Salmonella phage pertopsoe,NC_049507,1864384766,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713310,Salmonella phage pertopsoe,NC_049507,1864384766,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
529929,Salmonella phage phiSG-JL2,NC_010807,189427193,2008,594,Salmonella enterica subsp. enterica serovar Gallinarum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1837218,Salmonella phage phSE-2,NC_031026,1070097987,2016,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
889338,Salmonella phage PVPSE1,NC_016071,363539522,2009,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713314,Salmonella phage rabagast,NC_049499,1864382945,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713314,Salmonella phage rabagast,NC_049499,1864382945,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
929814,Salmonella phage RE2010,NC_019488,418489681,2010,272989,Salmonella enterica subsp. enterica serovar Enteritidis str. LK5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713317,Salmonella phage rokbiter,NC_048868,1859670068,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713317,Salmonella phage rokbiter,NC_048868,1859670068,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231342,Salmonella phage S113,NC_048005,1842017741,2018,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231343,Salmonella phage S114,NC_048006,1842017910,2018,59201,Salmonella enterica subsp. enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231345,Salmonella phage S116,NC_048007,1842018074,2018,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231347,Salmonella phage S118,NC_049437,1864375288,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231351,Salmonella phage S124,NC_048013,1842019013,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231352,Salmonella phage S126,NC_048008,1842018234,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231354,Salmonella phage S131,NC_048009,1842018388,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231355,Salmonella phage S132,NC_048010,1842018539,2018,59201,Salmonella enterica subsp. enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231356,Salmonella phage S133,NC_048011,1842018687,2018,59201,Salmonella enterica subsp. enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2231362,Salmonella phage S147,NC_048012,1842018851,2018,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2742114,Salmonella phage SAP012,NC_053008,1985467346,2020,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
2700089,Salmonella phage Se-B,NC_049495,1864382740,2019,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2698907,Salmonella phage Se-G,NC_049496,1864382756,2019,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2698910,Salmonella phage Se-J,NC_049497,1864382778,2019,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2115848,Salmonella phage SE1 (in:Nonagvirus),NC_042025,1631935785,2017,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
329864,Salmonella phage SE1 (in:P22virus),NC_011802,219681191,2005,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2592195,Salmonella phage SE11,NC_048786,1859660387,2019,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
2575325,Salmonella phage SE13,NC_048763,1859657257,2019,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
2592196,Salmonella phage SE14,NC_049512,1864385829,2019,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
1115478,Salmonella phage SE2,NC_016763,375267221,2011,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647454,Salmonella phage SE24,NC_048785,1859660239,2019,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
2575328,Salmonella phage SE4,NC_048764,1859657331,2019,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
2483612,Salmonella phage Seafire,NC_048110,1842029665,2018,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2500556,Salmonella phage Season12,NC_052990,1985466233,2018,108619,Salmonella enterica subsp. enterica serovar Newport,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647455,Salmonella phage SEN1,NC_029003,1103695293,2015,59202,Salmonella enterica subsp. salamae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647458,Salmonella phage SEN22,NC_028696,1103695282,2015,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647458,Salmonella phage SEN22,NC_028696,1103695282,2015,59204,Salmonella enterica subsp. diarizonae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647463,Salmonella phage SEN34,NC_028699,966201417,2015,59204,Salmonella enterica subsp. diarizonae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647465,Salmonella phage SEN4,NC_029015,1102845680,2015,59202,Salmonella enterica subsp. salamae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647466,Salmonella phage SEN5,NC_028701,1102845674,2015,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647466,Salmonella phage SEN5,NC_028701,1102845674,2015,59202,Salmonella enterica subsp. salamae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1647468,Salmonella phage SEN8,NC_047753,1841997310,2015,59202,Salmonella enterica subsp. salamae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2301647,Salmonella phage SenALZ1,NC_049440,1864375945,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2301648,Salmonella phage SenASZ3,NC_049439,1864375740,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2565517,Salmonella phage Sepoy,NC_048760,1859656944,2019,611,Salmonella enterica subsp. enterica serovar Heidelberg,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2419752,Salmonella phage SeSz-1,NC_049443,1864376507,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
424949,Salmonella phage SETP13,NC_022752,557307672,2013,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
424944,Salmonella phage SETP3,NC_009232,564102869,2006,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
424947,Salmonella phage SETP7,NC_022754,557307848,2013,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2419754,Salmonella phage SeWh-1,NC_053000,1985466835,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2419755,Salmonella phage SeZq-1,NC_053001,1985466906,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1080800,Salmonella phage SFP10,NC_016073,351518443,2010,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
1080800,Salmonella phage SFP10,NC_016073,351518443,2010,1045010,Escherichia coli O157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
1108865,Salmonella phage Sh19,NC_019530,422937778,2011,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2025819,Salmonella phage SH9,NC_047999,1842017054,2017,149385,Salmonella enterica subsp. enterica serovar Hadar,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1572715,Salmonella phage Shivani,NC_028754,971740341,2014,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1965374,Salmonella phage Si3,NC_041922,1631922380,2017,595,Salmonella enterica subsp. enterica serovar Infantis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2592212,Salmonella phage SI7,NC_049460,1864378077,2019,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
2316013,Salmonella phage Siskin,NC_048727,1859652436,2018,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1815968,Salmonella phage SJ46,NC_031129,1070125494,2016,286783,Salmonella enterica subsp. enterica serovar Indiana,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1204528,Salmonella phage SKML-39,NC_019910,431809199,2012,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
2713321,Salmonella phage slyngel,NC_049821,1877793815,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2713321,Salmonella phage slyngel,NC_049821,1877793815,2020,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1920294,Salmonella phage SP01,NC_047859,1842005239,2016,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1173760,Salmonella phage SP069,NC_042062,1631940129,2012,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1173760,Salmonella phage SP069,NC_042063,1631940194,2012,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1173760,Salmonella phage SP069,NC_042064,1631940218,2012,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2025818,Salmonella phage SP1,NC_049396,1864372288,2017,605,Salmonella enterica subsp. enterica serovar Pullorum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2053625,Salmonella phage SP3,NC_048001,1842017380,2017,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
1327941,Salmonella phage SPC32H,KC911856,525337097,2013,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1327942,Salmonella phage SPC32N,KC911857,525337149,2013,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1125653,Salmonella phage SPN1S,NC_016761,374531191,2011,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1147140,Salmonella phage SPN3UB,NC_019545,423262377,2011,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1090134,Salmonella phage SPN3US,NC_027402,849122534,2011,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1127357,Salmonella phage SPN9CC,NC_017985,389060488,2011,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
1162289,Salmonella phage SPN9TCW,JQ691610,383395407,2012,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
293644,Salmonella phage SS3e,NC_006940,373231359,2004,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2592220,Salmonella phage SS9,NC_049458,1864377831,2019,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
1204529,Salmonella phage SSE121,NC_027351,849120829,2012,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1177632,Salmonella phage SSU5,NC_018843,408905838,2012,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1897739,Salmonella phage ST-101,NC_048648,1859643720,2016,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1897740,Salmonella phage ST-118,NC_052997,1985466605,2016,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1897741,Salmonella phage ST-374,NC_052998,1985466683,2016,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1897742,Salmonella phage ST-W77,NC_049378,1864370571,2016,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
714583,Salmonella phage ST160,NC_014900,318065901,2010,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
175950,Salmonella phage ST64B,NC_004313,23505445,2001,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2480623,Salmonella phage STG2,NC_048089,1842027965,2018,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1204530,Salmonella phage STML-13-1,NC_042061,1631939924,2012,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1204531,Salmonella phage STML-198,NC_027344,849120356,2012,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1445860,Salmonella phage STP4-a,NC_026607,859386350,2013,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2316014,Salmonella phage Sw2,NC_048062,1842025089,2018,192955,Salmonella enterica subsp. enterica serovar Kentucky,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2592223,Salmonella phage SW9,NC_049459,1864378031,2019,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
2589656,Salmonella phage Th1,NC_048795,1859661472,2019,594,Salmonella enterica subsp. enterica serovar Gallinarum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2500149,Salmonella phage TS13,NC_053004,1985467125,2018,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
2500149,Salmonella phage TS13,NC_053004,1985467125,2018,99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1912492,Salmonella phage UPF_BP1,NC_047875,1842006580,2016,149387,Salmonella enterica subsp. enterica serovar Brandenburg,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1913047,Salmonella phage UPF_BP2,NC_048649,1859643796,2016,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1913047,Salmonella phage UPF_BP2,NC_048649,1859643796,2016,59201,Salmonella enterica subsp. enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1868654,Salmonella phage vB-SalM-PM10,NC_031128,1070107019,2016,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1458849,Salmonella phage vB-SalM-SJ2,NC_023856,602259533,2014,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1446492,Salmonella phage vB-SalM-SJ3,NC_024122,639162842,2014,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
2789810,Salmonella phage vB_SalS_ABTNLsp1,NC_053003,1985467050,2020,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1168548,Salmonella phage vB_SemP_Emek,NC_018275,399498791,2012,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,
1087482,Salmonella phage vB_SenM-S16,NC_020416,456351087,2010,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
1465618,Salmonella phage vB_SenS-Ent2,NC_023608,589287388,2013,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
